Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ES-2015-4154402,42178,42182,Standard Class,CV-12805,Cynthia Voltz,Corporate,Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,Central,OFF-ST-10000127,Office Supplies,Storage,"Fellowes Shelving, Wire Frame",358.53300000000002,7,0.1,123.333
ES-2015-4154402,42178,42182,Standard Class,CV-12805,Cynthia Voltz,Corporate,Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,Central,FUR-BO-10000847,Furniture,Bookcases,"Dania Stackable Bookrack, Mobile",218.86199999999997,2,0.1,82.661999999999992
ES-2015-4154402,42178,42182,Standard Class,CV-12805,Cynthia Voltz,Corporate,Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,Central,OFF-AP-10004946,Office Supplies,Appliances,"KitchenAid Toaster, Black",228.82500000000002,3,0.1,50.805000000000021
ES-2015-4154402,42178,42182,Standard Class,CV-12805,Cynthia Voltz,Corporate,Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,Central,OFF-AR-10003651,Office Supplies,Art,"Sanford Pencil Sharpener, Easy-Erase",27.089999999999996,1,0,13.53
ES-2015-4154402,42178,42182,Standard Class,CV-12805,Cynthia Voltz,Corporate,Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,Central,TEC-PH-10003774,Technology,Phones,"Cisco Headset, with Caller ID",353.76,4,0,141.47999999999999
ES-2015-1702031,42183,42189,Standard Class,RP-19390,Resi Pölking,Consumer,Las Rozas de Madrid,Madrid,Spain,South,OFF-AR-10002433,Office Supplies,Art,"Stanley Pens, Easy-Erase",41.28,4,0,18.12
IT-2015-1289488,42291,42291,Same Day,DS-13030,Darrin Sayre,Home Office,Rotterdam,South Holland,Netherlands,Central,OFF-AR-10000502,Office Supplies,Art,"BIC Highlighters, Easy-Erase",19.200000000000003,2,0.5,-10.380000000000003
IT-2015-1289488,42291,42291,Same Day,DS-13030,Darrin Sayre,Home Office,Rotterdam,South Holland,Netherlands,Central,OFF-PA-10002196,Office Supplies,Paper,"Green Bar Message Books, Recycled",35.549999999999997,3,0.5,-9.9899999999999984
IT-2015-1289488,42291,42291,Same Day,DS-13030,Darrin Sayre,Home Office,Rotterdam,South Holland,Netherlands,Central,OFF-AR-10001418,Office Supplies,Art,"BIC Markers, Easy-Erase",26.700000000000003,2,0.5,-11.760000000000002
ES-2015-5504927,42088,42091,First Class,TW-21025,Tamara Willingham,Home Office,Carcassonne,Languedoc-Roussillon-Midi-Pyrénées,France,Central,OFF-ST-10003995,Office Supplies,Storage,"Eldon File Cart, Single Width",230.256,2,0.1,20.435999999999993
ES-2015-5504927,42088,42091,First Class,TW-21025,Tamara Willingham,Home Office,Carcassonne,Languedoc-Roussillon-Midi-Pyrénées,France,Central,TEC-PH-10002564,Technology,Phones,"Motorola Signal Booster, Full Size",245.51400000000001,2,0.15,2.8740000000000023
ES-2015-5504927,42088,42091,First Class,TW-21025,Tamara Willingham,Home Office,Carcassonne,Languedoc-Roussillon-Midi-Pyrénées,France,Central,OFF-BI-10003951,Office Supplies,Binders,"Ibico 3-Hole Punch, Economy",152.25,5,0,76.050000000000011
ES-2015-5504927,42088,42091,First Class,TW-21025,Tamara Willingham,Home Office,Carcassonne,Languedoc-Roussillon-Midi-Pyrénées,France,Central,OFF-BI-10002894,Office Supplies,Binders,"Avery Binding Machine, Durable",453.06000000000006,9,0,27
ES-2015-2410472,42206,42206,Same Day,TH-21235,Tiffany House,Corporate,Vantaa,Uusimaa,Finland,North,OFF-SU-10003924,Office Supplies,Supplies,"Elite Trimmer, Steel",123.21000000000002,3,0,60.300000000000004
ES-2015-2410472,42206,42206,Same Day,TH-21235,Tiffany House,Corporate,Vantaa,Uusimaa,Finland,North,OFF-SU-10001879,Office Supplies,Supplies,"Acme Trimmer, High Speed",178.32000000000002,4,0,51.599999999999994
ES-2015-4184901,42247,42249,Second Class,AB-10015,Aaron Bergman,Consumer,Vicenza,Veneto,Italy,South,FUR-FU-10000039,Furniture,Furnishings,"Tenex Light Bulb, Duo Pack",75.960000000000008,4,0,9
ES-2015-4184901,42247,42249,Second Class,AB-10015,Aaron Bergman,Consumer,Vicenza,Veneto,Italy,South,OFF-SU-10002451,Office Supplies,Supplies,"Elite Letter Opener, High Speed",80.099999999999994,3,0,33.57
ES-2015-1443340,42116,42121,Standard Class,JS-16030,Joy Smith,Consumer,Elx,Valenciana,Spain,South,OFF-BI-10000620,Office Supplies,Binders,"Wilson Jones Index Tab, Economy",38.699999999999996,6,0,9.9
ES-2015-1443340,42116,42121,Standard Class,JS-16030,Joy Smith,Consumer,Elx,Valenciana,Spain,South,TEC-PH-10002932,Technology,Phones,"Samsung Speaker Phone, VoIP",443.988,4,0.1,88.788000000000011
ES-2015-5701425,42358,42362,Standard Class,GP-14740,Guy Phonely,Corporate,Mijas,Andalusía,Spain,South,TEC-AC-10001402,Technology,Accessories,"Memorex Numeric Keypad, Bluetooth",90.84,2,0,34.5
ES-2015-5701425,42358,42362,Standard Class,GP-14740,Guy Phonely,Corporate,Mijas,Andalusía,Spain,South,OFF-LA-10002334,Office Supplies,Labels,"Novimex Removable Labels, Adjustable",41.04,4,0,4.08
ES-2015-4351826,42165,42167,Second Class,SH-19975,Sally Hughsby,Corporate,Munich,Bavaria,Germany,Central,OFF-LA-10003233,Office Supplies,Labels,"Avery Removable Labels, Alphabetical",31.68,3,0,5.9399999999999995
ES-2015-3897276,42117,42121,Standard Class,BD-11320,Bill Donatelli,Consumer,Harlow,England,United Kingdom,North,OFF-SU-10003697,Office Supplies,Supplies,"Elite Scissors, High Speed",90.12,4,0,43.2
ES-2015-3897276,42117,42121,Standard Class,BD-11320,Bill Donatelli,Consumer,Harlow,England,United Kingdom,North,OFF-AR-10000799,Office Supplies,Art,"Sanford Highlighters, Easy-Erase",80.099999999999994,5,0,3.15
ES-2015-3897276,42117,42121,Standard Class,BD-11320,Bill Donatelli,Consumer,Harlow,England,United Kingdom,North,FUR-FU-10001424,Furniture,Furnishings,"Eldon Photo Frame, Durable",154.392,4,0.3,-4.4879999999999995
ES-2015-3897276,42117,42121,Standard Class,BD-11320,Bill Donatelli,Consumer,Harlow,England,United Kingdom,North,TEC-MA-10003185,Technology,Machines,"Epson Phone, Red",234.36,3,0,35.099999999999994
ES-2015-3897276,42117,42121,Standard Class,BD-11320,Bill Donatelli,Consumer,Harlow,England,United Kingdom,North,OFF-ST-10004855,Office Supplies,Storage,"Smead Lockers, Industrial",397.79999999999995,2,0,111.35999999999999
ES-2015-1537002,42361,42363,Second Class,LW-16990,Lindsay Williams,Corporate,Turin,Piedmont,Italy,South,OFF-BI-10001568,Office Supplies,Binders,"Ibico Binder Covers, Economy",136.5,10,0,18.900000000000002
ES-2015-1537002,42361,42363,Second Class,LW-16990,Lindsay Williams,Corporate,Turin,Piedmont,Italy,South,OFF-LA-10004007,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Adjustable",32.4,3,0,4.5
ES-2015-1537002,42361,42363,Second Class,LW-16990,Lindsay Williams,Corporate,Turin,Piedmont,Italy,South,OFF-AR-10001291,Office Supplies,Art,"Sanford Canvas, Fluorescent",155.34,3,0,57.42
ES-2015-2776937,42124,42128,Standard Class,CM-12115,Chad McGuire,Consumer,Siena,Tuscany,Italy,South,OFF-BI-10003616,Office Supplies,Binders,"Avery Binding Machine, Clear",144.9,3,0,17.37
ES-2015-4405425,42224,42227,First Class,AR-10405,Allen Rosenblatt,Corporate,Vienna,Vienna,Austria,Central,FUR-FU-10001760,Furniture,Furnishings,"Tenex Light Bulb, Black",37.86,2,0,11.34
ES-2015-3711955,42243,42247,Standard Class,SE-20110,Sanjit Engle,Consumer,Vigo,Galicia,Spain,South,OFF-AR-10004519,Office Supplies,Art,"Boston Canvas, Fluorescent",54.900000000000006,1,0,9.870000000000001
ES-2015-3711955,42243,42247,Standard Class,SE-20110,Sanjit Engle,Consumer,Vigo,Galicia,Spain,South,FUR-CH-10002610,Furniture,Chairs,"Novimex Swivel Stool, Black",259.24800000000005,2,0.2,-55.092000000000013
ES-2015-3856710,42229,42233,Standard Class,SV-20365,Seth Vernon,Consumer,Reus,Catalonia,Spain,South,OFF-BI-10000081,Office Supplies,Binders,"Ibico Index Tab, Clear",58.59,7,0,21.63
ES-2015-2021080,42268,42268,Same Day,CK-12205,Chloris Kastensmidt,Consumer,Colchester,England,United Kingdom,North,OFF-SU-10001992,Office Supplies,Supplies,"Stiletto Ruler, Serrated",34.74,3,0,11.43
IT-2015-2992208,42362,42365,Second Class,EM-13960,Eric Murdock,Consumer,Dublin,Dublin,Ireland,North,TEC-MA-10002435,Technology,Machines,"Epson Receipt Printer, Wireless",117.03,2,0.5,-60.870000000000005
IT-2015-2992208,42362,42365,Second Class,EM-13960,Eric Murdock,Consumer,Dublin,Dublin,Ireland,North,TEC-PH-10002623,Technology,Phones,"Cisco Smart Phone, with Caller ID",981.36,3,0.5,-117.80999999999995
IT-2015-2992208,42362,42365,Second Class,EM-13960,Eric Murdock,Consumer,Dublin,Dublin,Ireland,North,TEC-AC-10000089,Technology,Accessories,"SanDisk Router, Bluetooth",897.22499999999991,7,0.5,-197.50499999999988
ES-2015-4187064,42057,42059,Second Class,JD-16060,Julia Dunbar,Consumer,Paris,Ile-de-France,France,Central,OFF-BI-10002193,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Recycled",9.7800000000000011,2,0,2.34
ES-2015-3822720,42277,42283,Standard Class,BE-11455,Brad Eason,Home Office,Dos Hermanas,Andalusía,Spain,South,OFF-AP-10001882,Office Supplies,Appliances,"Breville Coffee Grinder, Silver",438.27,7,0,175.14
ES-2015-3822720,42277,42283,Standard Class,BE-11455,Brad Eason,Home Office,Dos Hermanas,Andalusía,Spain,South,OFF-PA-10001497,Office Supplies,Paper,"Xerox Note Cards, 8.5 x 11",30.509999999999998,1,0,0.30000000000000004
ES-2015-3822720,42277,42283,Standard Class,BE-11455,Brad Eason,Home Office,Dos Hermanas,Andalusía,Spain,South,FUR-BO-10000728,Furniture,Bookcases,"Dania Corner Shelving, Traditional",854.49,7,0,290.43
ES-2015-4182812,42362,42364,First Class,CS-12175,Charles Sheldon,Corporate,Hamburg,Hamburg,Germany,Central,OFF-AR-10001418,Office Supplies,Art,"BIC Markers, Easy-Erase",133.5,5,0,37.35
IT-2015-3977380,42360,42364,Standard Class,CK-12595,Clytie Kelty,Consumer,Dortmund,North Rhine-Westphalia,Germany,Central,OFF-ST-10002900,Office Supplies,Storage,"Smead Lockers, Wire Frame",1244.1870000000001,7,0.1,-13.92300000000003
IT-2015-3977380,42360,42364,Standard Class,CK-12595,Clytie Kelty,Consumer,Dortmund,North Rhine-Westphalia,Germany,Central,OFF-BI-10000620,Office Supplies,Binders,"Wilson Jones Index Tab, Economy",32.25,5,0,8.25
ES-2015-5957871,42124,42126,First Class,CT-11995,Carol Triggs,Consumer,Antwerp,Antwerp,Belgium,Central,OFF-AR-10003117,Office Supplies,Art,"BIC Pencil Sharpener, Blue",29.009999999999998,1,0,11.879999999999999
ES-2015-5957871,42124,42126,First Class,CT-11995,Carol Triggs,Consumer,Antwerp,Antwerp,Belgium,Central,OFF-AR-10002816,Office Supplies,Art,"Boston Canvas, Blue",160.92000000000002,3,0,40.230000000000004
IT-2015-2241184,42361,42365,Standard Class,AI-10855,Arianne Irving,Consumer,Elda,Valenciana,Spain,South,TEC-PH-10003549,Technology,Phones,"Samsung Headset, with Caller ID",131.76,2,0.1,-7.3199999999999985
IT-2015-4968367,42326,42331,Standard Class,RW-19540,Rick Wilson,Corporate,Sheffield,England,United Kingdom,North,OFF-AR-10004519,Office Supplies,Art,"Boston Canvas, Fluorescent",82.350000000000009,3,0.5,-52.740000000000009
IT-2015-4488946,42037,42037,Same Day,EB-13840,Ellis Ballard,Corporate,Rosenheim,Bavaria,Germany,Central,OFF-ST-10000095,Office Supplies,Storage,"Fellowes File Cart, Industrial",248.02200000000005,2,0.1,8.2619999999999933
IT-2015-4488946,42037,42037,Same Day,EB-13840,Ellis Ballard,Corporate,Rosenheim,Bavaria,Germany,Central,TEC-CO-10004042,Technology,Copiers,"Brother Wireless Fax, Laser",378.81000000000006,1,0,140.13
IT-2015-1626202,42215,42218,First Class,AH-10030,Aaron Hawkins,Corporate,Sheffield,England,United Kingdom,North,OFF-FA-10003931,Office Supplies,Fasteners,"Stockwell Push Pins, 12 Pack",55.2,8,0.5,-44.160000000000004
ES-2015-2520255,42298,42303,Standard Class,TB-21190,Thomas Brumley,Home Office,Saint-Ouen,Ile-de-France,France,Central,OFF-PA-10002352,Office Supplies,Paper,"Eaton Parchment Paper, Premium",13.469999999999999,1,0,2.2800000000000002
ES-2015-3305419,42272,42276,Standard Class,NF-18595,Nicole Fjeld,Home Office,Marseille,Provence-Alpes-Côte d'Azur,France,Central,TEC-PH-10003439,Technology,Phones,"Apple Audio Dock, VoIP",709.66500000000008,5,0.15,141.91499999999996
ES-2015-3305419,42272,42276,Standard Class,NF-18595,Nicole Fjeld,Home Office,Marseille,Provence-Alpes-Côte d'Azur,France,Central,OFF-AR-10002816,Office Supplies,Art,"Boston Canvas, Blue",107.28,2,0,26.82
ES-2015-3248922,42256,42259,Second Class,ER-13855,Elpida Rittenbach,Corporate,Lugo,Galicia,Spain,South,OFF-AP-10002330,Office Supplies,Appliances,"Hamilton Beach Stove, Silver",6517.08,12,0,2476.44
ES-2015-3248922,42256,42259,Second Class,ER-13855,Elpida Rittenbach,Corporate,Lugo,Galicia,Spain,South,OFF-ST-10003641,Office Supplies,Storage,"Fellowes Trays, Wire Frame",457.32600000000002,9,0.1,76.085999999999999
ES-2015-3276063,42184,42188,Standard Class,LL-16840,Lauren Leatherbury,Consumer,Glasgow,Scotland,United Kingdom,North,TEC-MA-10000875,Technology,Machines,"Okidata Inkjet, Wireless",628.44000000000005,2,0,6.24
IT-2015-3316894,42101,42103,First Class,PC-19000,Pauline Chand,Home Office,Barcelona,Catalonia,Spain,South,OFF-ST-10001758,Office Supplies,Storage,"Rogers Lockers, Blue",1523.664,8,0.1,-50.976000000000028
IT-2015-3316894,42101,42103,First Class,PC-19000,Pauline Chand,Home Office,Barcelona,Catalonia,Spain,South,OFF-EN-10003936,Office Supplies,Envelopes,"Cameo Peel and Seal, with clear poly window",122.69999999999999,5,0,53.849999999999994
IT-2015-3316894,42101,42103,First Class,PC-19000,Pauline Chand,Home Office,Barcelona,Catalonia,Spain,South,FUR-TA-10000304,Furniture,Tables,"Barricks Training Table, with Bottom Storage",381.96,3,0.6,-181.43999999999983
ES-2015-3376060,42106,42111,Standard Class,JW-16075,Julia West,Consumer,Marseille,Provence-Alpes-Côte d'Azur,France,Central,TEC-AC-10004586,Technology,Accessories,"Belkin Flash Drive, Bluetooth",293.58,7,0,108.57
ES-2015-4753806,42247,42254,Standard Class,DL-12865,Dan Lawera,Consumer,Wallasey,England,United Kingdom,North,OFF-ST-10001818,Office Supplies,Storage,"Smead Trays, Blue",290.88,6,0,37.800000000000004
ES-2015-4753806,42247,42254,Standard Class,DL-12865,Dan Lawera,Consumer,Wallasey,England,United Kingdom,North,OFF-SU-10004435,Office Supplies,Supplies,"Stiletto Shears, Serrated",134.37,3,0,45.63
ES-2015-3121115,42332,42336,Standard Class,RE-19450,Richard Eichhorn,Consumer,Ulm,Baden-Württemberg,Germany,Central,TEC-MA-10000473,Technology,Machines,"Konica Phone, Red",583.38,7,0,244.86
ES-2015-3121115,42332,42336,Standard Class,RE-19450,Richard Eichhorn,Consumer,Ulm,Baden-Württemberg,Germany,Central,FUR-FU-10003500,Furniture,Furnishings,"Rubbermaid Photo Frame, Duo Pack",155.43,3,0,55.89
ES-2015-3121115,42332,42336,Standard Class,RE-19450,Richard Eichhorn,Consumer,Ulm,Baden-Württemberg,Germany,Central,OFF-BI-10000542,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Durable",117.96000000000001,4,0,24.72
ES-2015-3121115,42332,42336,Standard Class,RE-19450,Richard Eichhorn,Consumer,Ulm,Baden-Württemberg,Germany,Central,FUR-BO-10001888,Furniture,Bookcases,"Dania Floating Shelf Set, Pine",307.26,2,0.1,81.899999999999991
ES-2015-3121115,42332,42336,Standard Class,RE-19450,Richard Eichhorn,Consumer,Ulm,Baden-Württemberg,Germany,Central,TEC-PH-10000037,Technology,Phones,"Cisco Signal Booster, Cordless",773.40000000000009,5,0,46.349999999999994
ES-2015-3121115,42332,42336,Standard Class,RE-19450,Richard Eichhorn,Consumer,Ulm,Baden-Württemberg,Germany,Central,OFF-BI-10002459,Office Supplies,Binders,"Cardinal Binding Machine, Recycled",100.26,2,0,21
ES-2015-3121115,42332,42336,Standard Class,RE-19450,Richard Eichhorn,Consumer,Ulm,Baden-Württemberg,Germany,Central,OFF-BI-10000815,Office Supplies,Binders,"Ibico 3-Hole Punch, Durable",63.900000000000006,2,0,23.64
ES-2015-4767717,42162,42165,First Class,AC-10660,Anna Chung,Consumer,Marseille,Provence-Alpes-Côte d'Azur,France,Central,OFF-AR-10002816,Office Supplies,Art,"Boston Canvas, Blue",321.84000000000003,6,0,80.460000000000008
ES-2015-3523269,42363,42368,Standard Class,CC-12370,Christopher Conant,Consumer,Molina de Segura,Murcia,Spain,South,OFF-BI-10003763,Office Supplies,Binders,"Ibico Index Tab, Economy",41.64,4,0,14.04
ES-2015-1298103,42305,42311,Standard Class,SN-20560,Skye Norling,Home Office,Glasgow,Scotland,United Kingdom,North,FUR-BO-10001387,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",590.22,3,0,259.65000000000003
ES-2015-3470557,42337,42342,Standard Class,PF-19225,Phillip Flathmann,Consumer,Oslo,Oslo,Norway,North,OFF-SU-10001592,Office Supplies,Supplies,"Kleencut Letter Opener, Easy Grip",243.54,9,0,68.040000000000006
ES-2015-1441570,42157,42161,Standard Class,MF-18250,Monica Federle,Corporate,Lyon,Auvergne-Rhône-Alpes,France,Central,TEC-PH-10003770,Technology,Phones,"Apple Speaker Phone, Full Size",211.803,2,0.15,69.723000000000013
ES-2015-4395271,42300,42304,Standard Class,BP-11095,Bart Pistole,Corporate,Preston,England,United Kingdom,North,OFF-EN-10002736,Office Supplies,Envelopes,"Cameo Clasp Envelope, with clear poly window",52.199999999999996,4,0,18.72
ES-2015-4395271,42300,42304,Standard Class,BP-11095,Bart Pistole,Corporate,Preston,England,United Kingdom,North,OFF-PA-10001661,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",135.72,4,0,14.879999999999999
ES-2015-5950121,42344,42348,Standard Class,EB-13840,Ellis Ballard,Corporate,Greifswald,Mecklenburg-Vorpommern,Germany,Central,OFF-FA-10002264,Office Supplies,Fasteners,"Advantus Rubber Bands, Assorted Sizes",42.12,3,0,9.18
ES-2015-2075610,42235,42239,Standard Class,LM-17065,Liz MacKendrick,Consumer,Munich,Bavaria,Germany,Central,OFF-BI-10002354,Office Supplies,Binders,"Acco Binder, Clear",102.27,7,0,33.600000000000009
ES-2015-2075610,42235,42239,Standard Class,LM-17065,Liz MacKendrick,Consumer,Munich,Bavaria,Germany,Central,OFF-PA-10003956,Office Supplies,Paper,"SanDisk Parchment Paper, Recycled",16.619999999999997,1,0,2.64
ES-2015-2075610,42235,42239,Standard Class,LM-17065,Liz MacKendrick,Consumer,Munich,Bavaria,Germany,Central,OFF-ST-10001648,Office Supplies,Storage,"Tenex Shelving, Blue",196.77599999999998,4,0.1,-10.944000000000001
ES-2015-2075610,42235,42239,Standard Class,LM-17065,Liz MacKendrick,Consumer,Munich,Bavaria,Germany,Central,OFF-ST-10000130,Office Supplies,Storage,"Eldon Trays, Wire Frame",423.36,10,0.1,136.26000000000002
ES-2015-2075610,42235,42239,Standard Class,LM-17065,Liz MacKendrick,Consumer,Munich,Bavaria,Germany,Central,TEC-PH-10004263,Technology,Phones,"Cisco Signal Booster, with Caller ID",303.65999999999997,2,0,75.900000000000006
ES-2015-5898391,42348,42349,First Class,MG-17650,Matthew Grinstein,Home Office,Lunel,Languedoc-Roussillon-Midi-Pyrénées,France,Central,OFF-BI-10004554,Office Supplies,Binders,"Avery Index Tab, Clear",12.66,2,0,0.48
ES-2015-5898391,42348,42349,First Class,MG-17650,Matthew Grinstein,Home Office,Lunel,Languedoc-Roussillon-Midi-Pyrénées,France,Central,TEC-PH-10000309,Technology,Phones,"Motorola Audio Dock, with Caller ID",294.72899999999998,2,0.15,83.169000000000011
ES-2015-5898391,42348,42349,First Class,MG-17650,Matthew Grinstein,Home Office,Lunel,Languedoc-Roussillon-Midi-Pyrénées,France,Central,OFF-PA-10000756,Office Supplies,Paper,"Enermax Computer Printout Paper, Premium",142.35,5,0,68.25
ES-2015-5898391,42348,42349,First Class,MG-17650,Matthew Grinstein,Home Office,Lunel,Languedoc-Roussillon-Midi-Pyrénées,France,Central,FUR-CH-10002477,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Red",428.27399999999994,1,0.1,137.994
ES-2015-5898391,42348,42349,First Class,MG-17650,Matthew Grinstein,Home Office,Lunel,Languedoc-Roussillon-Midi-Pyrénées,France,Central,OFF-FA-10004424,Office Supplies,Fasteners,"Advantus Clamps, 12 Pack",112.32,6,0,17.82
ES-2015-5898391,42348,42349,First Class,MG-17650,Matthew Grinstein,Home Office,Lunel,Languedoc-Roussillon-Midi-Pyrénées,France,Central,OFF-BI-10000329,Office Supplies,Binders,"Acco Binder, Durable",49.949999999999996,3,0,13.950000000000001
ES-2015-5898391,42348,42349,First Class,MG-17650,Matthew Grinstein,Home Office,Lunel,Languedoc-Roussillon-Midi-Pyrénées,France,Central,OFF-ST-10003322,Office Supplies,Storage,"Eldon Shelving, Wire Frame",256.44600000000003,6,0.1,-5.8140000000000036
ES-2015-4694484,42292,42295,First Class,JC-15775,John Castell,Consumer,Heilbronn,Baden-Württemberg,Germany,Central,OFF-AR-10001714,Office Supplies,Art,"Binney & Smith Markers, Fluorescent",50.699999999999996,2,0,13.68
ES-2015-3286627,42171,42173,First Class,NF-18385,Natalie Fritzler,Consumer,Halmstad,Halland,Sweden,North,TEC-AC-10003666,Technology,Accessories,"Memorex Router, Bluetooth",738.62999999999988,6,0.5,-177.38999999999987
ES-2015-3286627,42171,42173,First Class,NF-18385,Natalie Fritzler,Consumer,Halmstad,Halland,Sweden,North,OFF-ST-10001648,Office Supplies,Storage,"Tenex Shelving, Blue",81.99,3,0.5,-73.8
ES-2015-3286627,42171,42173,First Class,NF-18385,Natalie Fritzler,Consumer,Halmstad,Halland,Sweden,North,OFF-ST-10001358,Office Supplies,Storage,"Rogers Folders, Wire Frame",14.879999999999997,1,0.5,-11.609999999999996
ES-2015-5793145,42130,42135,Standard Class,SC-20695,Steve Chapman,Corporate,Vienna,Vienna,Austria,Central,TEC-CO-10000660,Technology,Copiers,"Hewlett Copy Machine, Color",1047.48,4,0,523.68000000000006
ES-2015-5793145,42130,42135,Standard Class,SC-20695,Steve Chapman,Corporate,Vienna,Vienna,Austria,Central,TEC-CO-10002601,Technology,Copiers,"Brother Fax and Copier, Digital",382.26,2,0,53.46
ES-2015-2696233,42114,42120,Standard Class,LE-16810,Laurel Elliston,Consumer,Riom,Auvergne-Rhône-Alpes,France,Central,OFF-AR-10003005,Office Supplies,Art,"Boston Markers, Fluorescent",82.890000000000015,3,0,12.419999999999998
ES-2015-1480594,42226,42227,First Class,MW-18235,Mitch Willingham,Corporate,Paris,Ile-de-France,France,Central,FUR-CH-10004095,Furniture,Chairs,"Novimex Steel Folding Chair, Black",215.45999999999998,3,0.1,16.739999999999991
ES-2015-1480594,42226,42227,First Class,MW-18235,Mitch Willingham,Corporate,Paris,Ile-de-France,France,Central,OFF-EN-10003381,Office Supplies,Envelopes,"Cameo Manila Envelope, Security-Tint",58.800000000000004,2,0,28.799999999999997
ES-2015-3617816,42334,42339,Standard Class,NP-18700,Nora Preis,Consumer,Fuengirola,Andalusía,Spain,South,TEC-AC-10001056,Technology,Accessories,"Belkin Router, USB",1294.8000000000002,5,0,608.55000000000007
ES-2015-4691256,42163,42165,Second Class,MK-17905,Michael Kennedy,Corporate,Evreux,Normandy,France,Central,TEC-PH-10000270,Technology,Phones,"Apple Office Telephone, VoIP",222.25800000000001,4,0.15,60.137999999999984
ES-2015-5585896,42220,42225,Standard Class,KM-16660,Khloe Miller,Consumer,Biarritz,Aquitaine-Limousin-Poitou-Charentes,France,Central,OFF-BI-10001192,Office Supplies,Binders,"Cardinal Binder, Clear",66.449999999999989,5,0,1.9500000000000002
ES-2015-4741318,42172,42174,Second Class,KB-16315,Karl Braun,Consumer,London,England,United Kingdom,North,OFF-ST-10003414,Office Supplies,Storage,"Tenex Shelving, Industrial",99.25200000000001,2,0.1,9.9120000000000008
ES-2015-4169574,42359,42364,Second Class,MZ-17515,Mary Zewe,Corporate,Nantes,Pays de la Loire,France,Central,OFF-BI-10002738,Office Supplies,Binders,"Acco Index Tab, Clear",40.199999999999996,5,0,16.8
ES-2015-3060159,42240,42246,Standard Class,MC-18100,Mick Crebagga,Consumer,Duisburg,North Rhine-Westphalia,Germany,Central,OFF-PA-10000450,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",237.51,7,0,97.23
ES-2015-4691256,42163,42165,Second Class,MK-17905,Michael Kennedy,Corporate,Evreux,Normandy,France,Central,OFF-ST-10001818,Office Supplies,Storage,"Smead Trays, Blue",130.89600000000002,3,0.1,4.3559999999999999
IT-2015-2889545,42058,42063,Standard Class,GD-14590,Giulietta Dortch,Corporate,Rome,Lazio,Italy,South,FUR-CH-10000214,Furniture,Chairs,"Harbour Creations Bag Chairs, Black",47.352000000000004,2,0.6,-60.407999999999987
ES-2015-5441485,42271,42277,Standard Class,AB-10255,Alejandro Ballentine,Home Office,Magdeburg,Saxony-Anhalt,Germany,Central,FUR-BO-10003878,Furniture,Bookcases,"Safco Corner Shelving, Mobile",410.346,3,0.1,155.01600000000002
ES-2015-1689666,42183,42185,Second Class,FO-14305,Frank Olsen,Consumer,Vienna,Vienna,Austria,Central,OFF-SU-10003267,Office Supplies,Supplies,"Stiletto Scissors, Easy Grip",50.46,2,0,13.080000000000002
ES-2015-1822857,42170,42176,Standard Class,TP-21565,Tracy Poddar,Corporate,Cropton,England,United Kingdom,North,TEC-PH-10004823,Technology,Phones,"Nokia Smart Phone, Full Size",1272.1200000000001,2,0,546.96
ES-2015-1822857,42170,42176,Standard Class,TP-21565,Tracy Poddar,Corporate,Cropton,England,United Kingdom,North,OFF-AR-10001228,Office Supplies,Art,"Stanley Markers, Water Color",50.759999999999991,2,0,16.740000000000002
ES-2015-2087362,42129,42134,Standard Class,MH-17290,Marc Harrigan,Home Office,Augsburg,Bavaria,Germany,Central,OFF-LA-10001633,Office Supplies,Labels,"Novimex File Folder Labels, 5000 Label Set",25.92,3,0,10.080000000000002
ES-2015-2087362,42129,42134,Standard Class,MH-17290,Marc Harrigan,Home Office,Augsburg,Bavaria,Germany,Central,FUR-FU-10003651,Furniture,Furnishings,"Deflect-O Stacking Tray, Erganomic",111.6,5,0,4.3499999999999996
ES-2015-2230157,42220,42224,Standard Class,JG-15310,Jason Gross,Corporate,Limoges,Aquitaine-Limousin-Poitou-Charentes,France,Central,OFF-SU-10003556,Office Supplies,Supplies,"Fiskars Trimmer, Easy Grip",87.84,2,0,32.46
ES-2015-2230157,42220,42224,Standard Class,JG-15310,Jason Gross,Corporate,Limoges,Aquitaine-Limousin-Poitou-Charentes,France,Central,FUR-CH-10004095,Furniture,Chairs,"Novimex Steel Folding Chair, Black",646.37999999999988,9,0.1,50.219999999999985
